id,mode,format,prompt,choice_a,choice_b,choice_c,choice_d,correct,estimate_answer,estimate_unit,estimate_tolerance,category,tags,difficulty,weight,source,license,attribution,notes,active
opentdb-general-068,fact,multi,"What does the Latin phrase ""Veni, vidi, vici"" translate into English?","I came, I saw, I conquered","Past, present, and future","See no evil, hear no evil, speak no evil","Life, liberty, and happiness","I came, I saw, I conquered",,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-069,fact,multi,In which year did Ghana gain independence?,1947,1958,1957,1960,1957,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-070,fact,multi,Which of the General Mills Corporation's monster cereals was the last to be released in the 1970's?,Boo-Berry,Fruit Brute,Count Chocula,Franken Berry,Fruit Brute,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-071,fact,multi,How long did it take the motorized window washers of the original World Trade Center to clean the entire exterior of the building?,1 Week,3 Weeks,1 Month,2 Months,1 Month,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-072,fact,multi,Which one of the following rhythm games was made by Harmonix?,Rock Band,Guitar Hero Live,Dance Dance Revolution,Meat Beat Mania,Rock Band,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-073,fact,multi,"What was the nickname given to the Hughes H-4 Hercules, a heavy transport flying boat which achieved flight in 1947?",Fat Man,Noah's Ark,Spruce Goose,Trojan Horse,Spruce Goose,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-074,fact,multi,How many letters are in the English alphabet?,30,26,5,17,26,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-075,fact,multi,Which of these American singers and songwriters won a Nobel Prize in Literature?,Johnny Cash,Alice Cooper,Bob Dylan,Buddy Holly,Bob Dylan,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-076,fact,multi,What is the official language of Brazil?,Portuguese,English,Brazilian,Spanish,Portuguese,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-077,fact,multi,"When did the website ""Facebook"" launch?",2006,2004,2003,2005,2004,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-078,fact,multi,In which cardinal direction does the Sun rise from?,East,West,South,North,East,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-079,fact,multi,"When was ""YouTube"" founded?","May 22, 2004","July 19, 2009","September 12, 2005","February 14, 2005","February 14, 2005",,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-080,fact,multi,How tall is the Burj Khalifa?,"2,722 ft","3,024 ft","2,717 ft","2,546 ft","2,722 ft",,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-081,fact,multi,What word represents the letter 'T' in the NATO phonetic alphabet?,Tango,Turkey,Taxi,Target,Tango,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-082,fact,multi,Which sign of the zodiac comes between Virgo and Scorpio?,Capricorn,Taurus,Libra,Gemini,Libra,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-083,fact,multi,What is the most-visited website out of these options?,Wikipedia,Facebook,Google,YouTube,Google,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-084,fact,multi,Which country drives on the left side of the road?,Japan,Russia,China,Germany,Japan,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-085,fact,multi,What is the shortest month of the year?,April,December,February,September,February,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-086,fact,multi,What direction does the Statue of Liberty face?,Southwest,Northeast,Southeast,Northwest,Southeast,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-087,fact,multi,"What Latin phrase roughly translates to ""seize the day""?",Carpe diem,Memento mori,Sic semper tyrannis,Plus ultra,Carpe diem,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-088,fact,multi,What kind of aircraft was developed by Igor Sikorsky in the United States in 1942?,Space Capsule,Stealth Blimp,Jet,Helicopter,Helicopter,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-089,fact,multi,"De Eemhof, Port Zelande and Het Heijderbos are holiday villas owned by what company?",Keycamp,Villa Plus,Center Parcs,Yelloh Village,Center Parcs,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-090,fact,multi,What does a funambulist walk on?,Balls,The Moon,A Tight Rope,Broken Glass,A Tight Rope,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-091,fact,multi,"When someone is cowardly, they are said to have what color belly?",Green,Blue,Yellow,Red,Yellow,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-092,fact,multi,What is the defining characteristic of someone who is described as hirsute?,Tall,Funny,Rude,Hairy,Hairy,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-093,fact,multi,Macintosh has named six of its operating systems after big cats. What big cat did Macintosh name their 2007 release after?,Tiger,Panther,Leopard,Puma,Leopard,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-094,fact,multi,What do sailors call the left side of a boat?,Bow,Starboard,Stern,Port,Port,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-095,fact,multi,Earth is located in which galaxy?,The Milky Way Galaxy,The Black Hole,The Galaxy Note,The Mars Galaxy,The Milky Way Galaxy,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-096,fact,multi,What is the most frequently used letter in the english alphabet?,E,O,A,I,E,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-097,fact,multi,"Which of the following is an existing family in ""The Sims""?",The Simoleon Family,The Goth Family,The Family,The Proud Family,The Goth Family,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-098,fact,multi,"In a standard Gregorian calendar, how many months begin with the letter 'J'?",Four,Three,Five,Two,Three,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-099,fact,multi,Five dollars is worth how many nickels?,100,69,50,25,100,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-100,fact,multi,How many syllables make up a haiku?,21,17,15,10,17,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-101,fact,multi,Which of the following chemicals are found in eggplant seeds?,Psilocybin,Nicotine,Mescaline,Cyanide,Nicotine,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-102,fact,multi,In which country was the 1992 Summer Olympics Games held?,Russia,Spain,USA,Korea,Spain,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-103,fact,multi,"What was the name of Sqiudward's bad painting in the Spongebob episode ""Artist Unknown?""",Bold and Brash,Tilted Perspectives,Squidward en Repose,Rippy Bits,Bold and Brash,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-104,fact,multi,"What is Cuba's official, most widely spoken language?",French,Portuguese,Spanish,Italian,Spanish,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-105,fact,multi,What alcoholic drink is mainly made from juniper berries?,Rum,Vodka,Gin,Tequila,Gin,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-106,fact,multi,"Which American manufactured submachine gun was informally known by the American soldiers that used it as ""Grease Gun""?",Thompson,Colt 9mm,M3,MAC-10,M3,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-107,fact,multi,Which of these fast-food chains is NOT mainly known to sell pizza?,Wendy's,Domino's,Papa John's,Little Caesars,Wendy's,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-108,fact,multi,What zodiac sign is represented by a pair of scales?,Sagittarius,Capricorn,Libra,Aries,Libra,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-109,fact,multi,In which fast food chain can you order a Jamocha Shake?,Arby's,McDonald's,Burger King,Wendy's,Arby's,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-110,fact,multi,Why is the night sky dark?,Redshift doesn't let us see distant stars,Quantum mechanics,The universe is finite in age and size,Dust clouds absorb light,The universe is finite in age and size,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-111,fact,multi,"What does the 'S' stand for in the abbreviation SIM, as in SIM card?",Subscriber,Secure,Single,Solid,Subscriber,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-112,fact,multi,Waluigi's first appearance was in what game?,Wario Land: Super Mario Land 3,Mario Party (N64),Super Smash Bros. Ultimate,Mario Tennis 64 (N64),Mario Tennis 64 (N64),,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-113,fact,multi,Which mountain has the highest peak in Australia?,"Mount Kosciuszko, New South Wales","Mount Ossa, Tasmania","Mount Bartle Frere, Queensland","Mount Zeil, Northern Territory","Mount Kosciuszko, New South Wales",,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-114,fact,multi,Which of these anatomical terms refers to the tail end of the creature?,Ventral,Caudal,Proximal,Coronal,Caudal,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-115,fact,multi,Who was the 1st President of Mexico?,Vicente Guerrero,Guadalupe Victoria,Benito Juárez,Miguel Hidalgo Y Costilla,Guadalupe Victoria,,,,general,"opentdb, general",easy,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-116,fact,multi,Electronic music producer Kygo's popularity skyrocketed after a certain remix. Which song did he remix?,a-ha - Take On Me,Coldplay - Midnight,Ed Sheeran - I See Fire,Marvin Gaye - Sexual Healing,Ed Sheeran - I See Fire,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-117,fact,multi,What is the official language in Barcelona beside Spanish?,Galician,French,Basque,Catalan,Catalan,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-118,fact,multi,What do the Dutch call their language?,Deutsch,Hollander,Nederlands,Dansk,Nederlands,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-119,fact,multi,"Named after the mallow flower, mauve is a shade of what?",Purple,Red,Pink,Brown,Purple,,,,general,"opentdb, general",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-general-120,fact,multi,What is the star sign of someone born on Valentines day?,Aquarius,Pisces,Capricorn,Scorpio,Aquarius,,,,general,"opentdb, general",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: General Knowledge,true
opentdb-science-121,fact,multi,Which of the following men does not have a chemical element named after him?,Albert Einstein,Enrico Fermi,Niels Bohr,Sir Isaac Newton,Sir Isaac Newton,,,,science,"opentdb, science",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science & Nature,true
opentdb-science-122,fact,multi,What does the scientific name of the Cambrian-Period sea creature Anomalocaris mean?,Deformed Fish,Anomalous Clam,Strange Crab,Abnormal Shrimp,Abnormal Shrimp,,,,science,"opentdb, science",hard,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science & Nature,true
opentdb-science-123,fact,multi,"What was the category of the 2005 hurricane, Hurricane Katrina, in the Saffir-Simpson hurricane wind scale?",Category 2,Category 4,Category 1,Category 5,Category 5,,,,science,"opentdb, science",medium,1,opentdb,CC BY-SA 4.0,Open Trivia DB (https://opentdb.com/) — CC BY-SA 4.0,OTDB category: Science & Nature,true
